run,route_idx,route_label,bin_label,bin_value,argmax_count,argmax_rate,true_nearest_count,true_nearest_rate,avg_probability
gemini_train,0,primary_model,H,0.35,0,0.0,28,0.0547945205479452,0.06121682066990893
gemini_train,0,primary_model,I,0.4,0,0.0,28,0.0547945205479452,0.053748655955317665
gemini_train,0,primary_model,J,0.45,22,0.043052837573385516,31,0.060665362035225046,0.06160422670599066
gemini_train,0,primary_model,K,0.5,11,0.021526418786692758,24,0.046966731898238745,0.046362822915786285
gemini_train,0,primary_model,L,0.55,16,0.03131115459882583,16,0.03131115459882583,0.03921032129977486
gemini_train,0,primary_model,M,0.6,1,0.0019569471624266144,14,0.0273972602739726,0.027489010077196827
gemini_train,0,primary_model,N,0.65,0,0.0,11,0.021526418786692758,0.024415072248651595
gemini_train,0,primary_model,O,0.7,2,0.003913894324853229,11,0.021526418786692758,0.022073898952706467
gemini_train,0,primary_model,P,0.75,0,0.0,5,0.009784735812133072,0.0171221297358312
gemini_train,0,primary_model,Q,0.8,0,0.0,2,0.003913894324853229,0.008346454495353262
gemini_train,0,primary_model,R,0.85,0,0.0,5,0.009784735812133072,0.007591692180920116
gemini_train,0,primary_model,S,0.9,0,0.0,3,0.005870841487279843,0.008813991431690059
gemini_train,0,primary_model,T,0.95,3,0.005870841487279843,5,0.009784735812133072,0.01323547569066191
gemini_train,0,primary_model,U,1.0,0,0.0,10,0.019569471624266144,0.00706994688192608
gemini_train,1,expert_0:google/gemini-3-flash-preview,A,0.0,55,0.10763209393346379,38,0.07436399217221135,0.05907191673098697
gemini_train,1,expert_0:google/gemini-3-flash-preview,B,0.05,11,0.021526418786692758,43,0.08414872798434442,0.05212063735638929
gemini_train,1,expert_0:google/gemini-3-flash-preview,C,0.1,100,0.19569471624266144,55,0.10763209393346379,0.08008487116857095
gemini_train,1,expert_0:google/gemini-3-flash-preview,D,0.15,82,0.16046966731898238,54,0.10567514677103718,0.08995256299214938
gemini_train,1,expert_0:google/gemini-3-flash-preview,E,0.2,22,0.043052837573385516,38,0.07436399217221135,0.07932401077052735
gemini_train,1,expert_0:google/gemini-3-flash-preview,F,0.25,63,0.1232876712328767,35,0.0684931506849315,0.07820964453709102
gemini_train,1,expert_0:google/gemini-3-flash-preview,G,0.3,57,0.11154598825831702,24,0.046966731898238745,0.07331319049423571
gemini_train,1,expert_0:google/gemini-3-flash-preview,H,0.35,2,0.003913894324853229,33,0.06457925636007827,0.06093645591194032
